Price;Volume;DateTime
0;23.36;100;2020-08-12 10:10:00.422470
1;23.36;200;2020-08-12 10:10:00.422470
2;23.36;700;2020-08-12 10:10:00.422470
3;23.36;300;2020-08-12 10:10:00.422470
4;23.36;300;2020-08-12 10:10:00.422470
5;23.36;1700;2020-08-12 10:10:00.422470
6;23.36;5500;2020-08-12 10:10:00.422470
7;23.36;2700;2020-08-12 10:10:00.422470
8;23.36;1200;2020-08-12 10:10:00.422470
9;23.36;1300;2020-08-12 10:10:00.422470
10;23.36;1200;2020-08-12 10:10:00.422470
11;23.36;3600;2020-08-12 10:10:00.422470
12;23.36;1400;2020-08-12 10:10:00.422470
13;23.36;100;2020-08-12 10:10:00.422470
14;23.36;100;2020-08-12 10:10:00.422470
15;23.36;200;2020-08-12 10:10:00.422470
16;23.36;7000;2020-08-12 10:10:00.422470
17;23.36;200;2020-08-12 10:10:00.422470
18;23.36;100;2020-08-12 10:10:00.422470
19;23.36;500;2020-08-12 10:10:00.422470
20;23.36;10000;2020-08-12 10:10:00.422470
21;23.36;100;2020-08-12 10:10:00.422470
22;23.36;100;2020-08-12 10:10:00.422470
23;23.36;100;2020-08-12 10:10:00.422470
24;23.36;500;2020-08-12 10:10:00.422470
25;23.36;800;2020-08-12 10:10:00.422470
26;23.36;1000;2020-08-12 10:10:00.422470
27;23.36;6800;2020-08-12 10:10:00.422470
28;23.36;10000;2020-08-12 10:10:00.422470
29;23.36;22000;2020-08-12 10:10:00.422470
30;23.36;6000;2020-08-12 10:10:00.422470
31;23.36;100;2020-08-12 10:10:00.422470
32;23.36;1000;2020-08-12 10:10:00.422470
33;23.36;13700;2020-08-12 10:10:00.422470
34;23.36;300;2020-08-12 10:10:00.422470
35;23.36;800;2020-08-12 10:10:00.422470
36;23.36;200;2020-08-12 10:10:00.422470
37;23.36;200;2020-08-12 10:10:00.422470
38;23.36;300;2020-08-12 10:10:00.422470
39;23.36;100;2020-08-12 10:10:00.422470
40;23.36;2000;2020-08-12 10:10:00.422470
41;23.36;2000;2020-08-12 10:10:00.422470
42;23.36;100;2020-08-12 10:10:00.422470
43;23.36;1200;2020-08-12 10:10:00.422470
44;23.36;3000;2020-08-12 10:10:00.422470
45;23.36;100;2020-08-12 10:10:00.422470
46;23.36;700;2020-08-12 10:10:00.422470
47;23.36;1300;2020-08-12 10:10:00.422470
48;23.36;1000;2020-08-12 10:10:00.422470
49;23.36;2000;2020-08-12 10:10:00.422470
50;23.36;100;2020-08-12 10:10:00.422470
51;23.36;400;2020-08-12 10:10:00.422470
52;23.36;500;2020-08-12 10:10:00.422470
53;23.36;2200;2020-08-12 10:10:00.422470
54;23.36;100;2020-08-12 10:10:00.422470
55;23.36;100;2020-08-12 10:10:00.422470
56;23.36;300;2020-08-12 10:10:00.422470
57;23.36;1800;2020-08-12 10:10:00.422470
58;23.36;100;2020-08-12 10:10:00.422470
59;23.36;500;2020-08-12 10:10:00.422470
60;23.36;1600;2020-08-12 10:10:00.422470
61;23.36;100;2020-08-12 10:10:00.422470
62;23.36;1000;2020-08-12 10:10:00.422470
63;23.36;600;2020-08-12 10:10:00.422470
64;23.36;800;2020-08-12 10:10:00.422470
65;23.36;100;2020-08-12 10:10:00.422470
66;23.36;100;2020-08-12 10:10:00.422470
67;23.36;3200;2020-08-12 10:10:00.422470
68;23.36;100;2020-08-12 10:10:00.422470
69;23.36;900;2020-08-12 10:10:00.422470
70;23.36;2000;2020-08-12 10:10:00.422470
71;23.36;200;2020-08-12 10:10:00.422470
72;23.36;100;2020-08-12 10:10:00.422470
73;23.36;200;2020-08-12 10:10:00.422470
74;23.36;500;2020-08-12 10:10:00.422470
75;23.36;500;2020-08-12 10:10:00.422470
76;23.36;200;2020-08-12 10:10:00.422470
77;23.36;200;2020-08-12 10:10:00.422470
78;23.36;200;2020-08-12 10:10:00.422470
79;23.36;200;2020-08-12 10:10:00.422470
80;23.36;100;2020-08-12 10:10:00.422470
81;23.36;500;2020-08-12 10:10:00.422470
82;23.36;500;2020-08-12 10:10:00.422470
83;23.36;100;2020-08-12 10:10:00.422470
84;23.36;700;2020-08-12 10:10:00.422470
85;23.36;2900;2020-08-12 10:10:00.422470
86;23.36;400;2020-08-12 10:10:00.422470
87;23.36;100;2020-08-12 10:10:00.422470
88;23.36;100;2020-08-12 10:10:00.422470
89;23.36;100;2020-08-12 10:10:00.422470
90;23.36;800;2020-08-12 10:10:00.422470
91;23.36;200;2020-08-12 10:10:00.422470
92;23.36;400;2020-08-12 10:10:00.422470
93;23.36;100;2020-08-12 10:10:00.422470
94;23.36;100;2020-08-12 10:10:00.422470
95;23.36;800;2020-08-12 10:10:00.422470
96;23.36;100;2020-08-12 10:10:00.422470
97;23.36;100;2020-08-12 10:10:00.422470
98;23.36;100;2020-08-12 10:10:00.422470
99;23.36;900;2020-08-12 10:10:00.422470
100;23.36;100;2020-08-12 10:10:00.422470
101;23.36;2000;2020-08-12 10:10:00.422470
102;23.36;2000;2020-08-12 10:10:00.422470
103;23.36;2000;2020-08-12 10:10:00.422470
104;23.36;1000;2020-08-12 10:10:00.422470
105;23.36;200;2020-08-12 10:10:00.422470
106;23.36;200;2020-08-12 10:10:00.422470
107;23.36;500;2020-08-12 10:10:00.422470
108;23.36;100;2020-08-12 10:10:00.422470
109;23.36;300;2020-08-12 10:10:00.422470
110;23.36;1000;2020-08-12 10:10:00.422470
111;23.36;100;2020-08-12 10:10:00.422470
112;23.36;5000;2020-08-12 10:10:00.422470
113;23.36;2000;2020-08-12 10:10:00.422470
114;23.36;900;2020-08-12 10:10:00.422470
115;23.36;200;2020-08-12 10:10:00.422470
116;23.36;800;2020-08-12 10:10:00.422470
117;23.36;10000;2020-08-12 10:10:00.422470
118;23.36;5900;2020-08-12 10:10:00.422470
119;23.36;6600;2020-08-12 10:10:00.422470
120;23.36;200;2020-08-12 10:10:00.422470
121;23.36;2000;2020-08-12 10:10:00.422470
122;23.36;2000;2020-08-12 10:10:00.422470
123;23.36;4100;2020-08-12 10:10:00.422470
124;23.36;1400;2020-08-12 10:10:00.422470
125;23.36;400;2020-08-12 10:10:00.422470
126;23.36;1900;2020-08-12 10:10:00.422470
127;23.36;3000;2020-08-12 10:10:00.422470
128;23.36;1000;2020-08-12 10:10:00.422470
129;23.36;200;2020-08-12 10:10:00.422470
130;23.36;2400;2020-08-12 10:10:00.422470
131;23.36;200;2020-08-12 10:10:00.422470
132;23.36;2400;2020-08-12 10:10:00.422470
133;23.36;1000;2020-08-12 10:10:00.422470
134;23.36;400;2020-08-12 10:10:00.422470
135;23.36;5600;2020-08-12 10:10:00.422470
136;23.36;500;2020-08-12 10:10:00.422470
137;23.36;3000;2020-08-12 10:10:00.422470
138;23.36;700;2020-08-12 10:10:00.422470
139;23.36;1000;2020-08-12 10:10:00.422470
140;23.36;300;2020-08-12 10:10:00.422470
141;23.36;400;2020-08-12 10:10:00.422470
142;23.36;3000;2020-08-12 10:10:00.422470
143;23.36;300;2020-08-12 10:10:00.422470
144;23.36;2000;2020-08-12 10:10:00.422470
145;23.36;3500;2020-08-12 10:10:00.422470
146;23.36;600;2020-08-12 10:10:00.422470
147;23.36;200;2020-08-12 10:10:00.422470
148;23.36;2500;2020-08-12 10:10:00.422470
149;23.36;500;2020-08-12 10:10:00.422470
150;23.36;100;2020-08-12 10:10:00.422470
151;23.36;500;2020-08-12 10:10:00.422470
152;23.36;500;2020-08-12 10:10:00.422470
153;23.36;100;2020-08-12 10:10:00.422470
154;23.36;100;2020-08-12 10:10:00.422470
155;23.36;700;2020-08-12 10:10:00.422470
156;23.36;300;2020-08-12 10:10:00.422470
157;23.36;100;2020-08-12 10:10:00.422470
158;23.36;100;2020-08-12 10:10:00.422470
159;23.36;1000;2020-08-12 10:10:00.422470
160;23.36;100;2020-08-12 10:10:00.422470
161;23.36;1000;2020-08-12 10:10:00.422470
