Price;Volume;DateTime
0;21.98;100;2020-09-15 10:07:00.157330
1;21.98;2500;2020-09-15 10:07:00.157330
2;21.98;300;2020-09-15 10:07:00.157330
3;21.98;200;2020-09-15 10:07:00.157330
4;21.98;7100;2020-09-15 10:07:00.157330
5;21.98;200;2020-09-15 10:07:00.157330
6;21.98;500;2020-09-15 10:07:00.157330
7;21.98;200;2020-09-15 10:07:00.157330
8;21.98;500;2020-09-15 10:07:00.157330
9;21.98;300;2020-09-15 10:07:00.157330
10;21.98;100;2020-09-15 10:07:00.157330
11;21.98;500;2020-09-15 10:07:00.157330
12;21.98;200;2020-09-15 10:07:00.157330
13;21.98;300;2020-09-15 10:07:00.157330
14;21.98;4000;2020-09-15 10:07:00.157330
15;21.98;20000;2020-09-15 10:07:00.157330
16;21.98;8500;2020-09-15 10:07:00.157330
17;21.98;10000;2020-09-15 10:07:00.157330
18;21.98;3000;2020-09-15 10:07:00.157330
19;21.98;100;2020-09-15 10:07:00.157330
20;21.98;2000;2020-09-15 10:07:00.157330
21;21.98;1200;2020-09-15 10:07:00.157330
22;21.98;200;2020-09-15 10:07:00.157330
23;21.98;1100;2020-09-15 10:07:00.157330
24;21.98;1200;2020-09-15 10:07:00.157330
25;21.98;2300;2020-09-15 10:07:00.157330
26;21.98;1000;2020-09-15 10:07:00.157330
27;21.98;500;2020-09-15 10:07:00.157330
28;21.98;20000;2020-09-15 10:07:00.157330
29;21.98;1200;2020-09-15 10:07:00.157330
30;21.98;1300;2020-09-15 10:07:00.157330
31;21.98;9000;2020-09-15 10:07:00.157330
32;21.98;1200;2020-09-15 10:07:00.157330
33;21.98;1200;2020-09-15 10:07:00.157330
34;21.98;1300;2020-09-15 10:07:00.157330
35;21.98;1200;2020-09-15 10:07:00.157330
36;21.98;100;2020-09-15 10:07:00.157330
37;21.98;1300;2020-09-15 10:07:00.157330
38;21.98;1200;2020-09-15 10:07:00.157330
39;21.98;1200;2020-09-15 10:07:00.157330
40;21.98;1300;2020-09-15 10:07:00.157330
41;21.98;200;2020-09-15 10:07:00.157330
42;21.98;1200;2020-09-15 10:07:00.157330
43;21.98;1300;2020-09-15 10:07:00.157330
44;21.98;6200;2020-09-15 10:07:00.157330
45;21.98;11200;2020-09-15 10:07:00.157330
