Price;Volume;DateTime
0;22.92;100;2020-07-30 10:12:00.254270
1;22.92;7400;2020-07-30 10:12:00.254270
2;22.92;2200;2020-07-30 10:12:00.254270
3;22.92;300;2020-07-30 10:12:00.254270
4;22.92;3000;2020-07-30 10:12:00.254270
5;22.92;2500;2020-07-30 10:12:00.254270
6;22.92;1000;2020-07-30 10:12:00.254270
7;22.92;5000;2020-07-30 10:12:00.254270
8;22.92;1000;2020-07-30 10:12:00.254270
9;22.92;500;2020-07-30 10:12:00.254270
10;22.92;100;2020-07-30 10:12:00.254270
11;22.92;4900;2020-07-30 10:12:00.254270
12;22.92;2000;2020-07-30 10:12:00.254270
13;22.92;2000;2020-07-30 10:12:00.254270
14;22.92;1000;2020-07-30 10:12:00.254270
15;22.92;500;2020-07-30 10:12:00.254270
16;22.92;500;2020-07-30 10:12:00.254270
17;22.92;400;2020-07-30 10:12:00.254270
18;22.92;100;2020-07-30 10:12:00.254270
19;22.92;100;2020-07-30 10:12:00.254270
20;22.92;100;2020-07-30 10:12:00.254270
21;22.92;100;2020-07-30 10:12:00.254270
22;22.92;100;2020-07-30 10:12:00.254270
23;22.92;1000;2020-07-30 10:12:00.254270
24;22.92;700;2020-07-30 10:12:00.254270
25;22.92;1000;2020-07-30 10:12:00.254270
26;22.92;600;2020-07-30 10:12:00.254270
27;22.92;200;2020-07-30 10:12:00.254270
28;22.92;100;2020-07-30 10:12:00.254270
29;22.92;100;2020-07-30 10:12:00.254270
30;22.92;1400;2020-07-30 10:12:00.254270
31;22.92;600;2020-07-30 10:12:00.254270
32;22.92;1000;2020-07-30 10:12:00.254270
33;22.92;200;2020-07-30 10:12:00.254270
34;22.92;1000;2020-07-30 10:12:00.254270
35;22.92;500;2020-07-30 10:12:00.254270
36;22.92;100;2020-07-30 10:12:00.254270
37;22.92;100;2020-07-30 10:12:00.254270
38;22.92;1000;2020-07-30 10:12:00.254270
39;22.92;200;2020-07-30 10:12:00.254270
40;22.92;100;2020-07-30 10:12:00.254270
41;22.92;100;2020-07-30 10:12:00.254270
42;22.92;100;2020-07-30 10:12:00.254270
43;22.92;100;2020-07-30 10:12:00.254270
44;22.92;300;2020-07-30 10:12:00.254270
45;22.92;100;2020-07-30 10:12:00.254270
46;22.92;100;2020-07-30 10:12:00.254270
47;22.92;2200;2020-07-30 10:12:00.254270
48;22.92;100;2020-07-30 10:12:00.254270
49;22.92;300;2020-07-30 10:12:00.254270
50;22.92;800;2020-07-30 10:12:00.254270
51;22.92;300;2020-07-30 10:12:00.254270
52;22.92;100;2020-07-30 10:12:00.254270
53;22.92;1000;2020-07-30 10:12:00.254270
54;22.92;100;2020-07-30 10:12:00.254270
55;22.92;100;2020-07-30 10:12:00.254270
56;22.92;100;2020-07-30 10:12:00.254270
57;22.92;300;2020-07-30 10:12:00.254270
58;22.92;100;2020-07-30 10:12:00.254270
59;22.92;500;2020-07-30 10:12:00.254270
60;22.92;300;2020-07-30 10:12:00.254270
61;22.92;400;2020-07-30 10:12:00.254270
62;22.92;1500;2020-07-30 10:12:00.254270
63;22.92;100;2020-07-30 10:12:00.254270
64;22.92;100;2020-07-30 10:12:00.254270
65;22.92;200;2020-07-30 10:12:00.254270
66;22.92;100;2020-07-30 10:12:00.254270
67;22.92;100;2020-07-30 10:12:00.254270
68;22.92;200;2020-07-30 10:12:00.254270
69;22.92;100;2020-07-30 10:12:00.254270
70;22.92;100;2020-07-30 10:12:00.254270
71;22.92;100;2020-07-30 10:12:00.254270
72;22.92;100;2020-07-30 10:12:00.254270
73;22.92;200;2020-07-30 10:12:00.254270
74;22.92;100;2020-07-30 10:12:00.254270
75;22.92;200;2020-07-30 10:12:00.254270
76;22.92;700;2020-07-30 10:12:00.254270
77;22.92;300;2020-07-30 10:12:00.254270
78;22.92;300;2020-07-30 10:12:00.254270
79;22.92;300;2020-07-30 10:12:00.254270
80;22.92;1300;2020-07-30 10:12:00.254270
81;22.92;700;2020-07-30 10:12:00.254270
82;22.92;400;2020-07-30 10:12:00.254270
83;22.92;300;2020-07-30 10:12:00.254270
84;22.92;600;2020-07-30 10:12:00.254270
85;22.92;48500;2020-07-30 10:12:00.254270
86;22.92;1000;2020-07-30 10:12:00.254270
87;22.92;100;2020-07-30 10:12:00.254270
88;22.92;400;2020-07-30 10:12:00.254270
89;22.92;600;2020-07-30 10:12:00.254270
90;22.92;100;2020-07-30 10:12:00.254270
91;22.92;100;2020-07-30 10:12:00.254270
92;22.92;100;2020-07-30 10:12:00.254270
93;22.92;100;2020-07-30 10:12:00.254270
94;22.92;300;2020-07-30 10:12:00.254270
95;22.92;2000;2020-07-30 10:12:00.254270
96;22.92;500;2020-07-30 10:12:00.254270
97;22.92;100;2020-07-30 10:12:00.254270
98;22.92;4000;2020-07-30 10:12:00.254270
99;22.92;200;2020-07-30 10:12:00.254270
100;22.92;500;2020-07-30 10:12:00.254270
101;22.92;5600;2020-07-30 10:12:00.254270
102;22.92;100;2020-07-30 10:12:00.254270
103;22.92;1000;2020-07-30 10:12:00.254270
104;22.92;100;2020-07-30 10:12:00.254270
105;22.92;100;2020-07-30 10:12:00.254270
106;22.92;500;2020-07-30 10:12:00.254270
107;22.92;3000;2020-07-30 10:12:00.254270
108;22.92;300;2020-07-30 10:12:00.254270
109;22.92;1200;2020-07-30 10:12:00.254270
